id_producto,nombre,categoria,subcategoria,marca,precio_lista,costo_unitario,fecha_alta
P0271,Bolsas MaxHogar 97,Limpieza,Bolsas,MaxHogar,15.46,12.2,2020-09-07
P0272,Jugos Limax 564,Bebidas,Jugos,Limax,5.37,3.47,2021-05-03
P0273,Menestras MaxHogar 445,Abarrotes,Menestras,MaxHogar,12.66,9.55,2018-12-24
P0274,Refrigeradoras Selecta 895,Electrohogar,Refrigeradoras,Selecta,313.49,245.43,2023-10-28
P0275,Decoracion Andina 110,Hogar,Decoracion,Andina,32.34,24.23,2019-07-07
P0276,Cuidado dental Valle Norte 350,Cuidado Personal,Cuidado dental,Valle Norte,33.17,24.19,2018-11-01
P0277,Energizantes Selecta 514,Bebidas,Energizantes,Selecta,4.93,3.47,2022-03-12
P0278,Cuidado dental Frescor 148,Cuidado Personal,Cuidado dental,Frescor,22.5,14.73,2020-09-16
P0279,Shampoo Frescor 355,Cuidado Personal,Shampoo,Frescor,29.47,20.06,2018-11-14
P0280,Microondas Sol Peruano 28,Electrohogar,Microondas,Sol Peruano,499.35,306.95,2018-11-14
P0281,Limpiadores de superficie Kallpa 915,Limpieza,Limpiadores de superficie,Kallpa,20.61,13.27,2019-08-20
P0282,Energizantes Andina 28,Bebidas,Energizantes,Andina,10.11,7.98,2022-03-05
P0283,Bolsas Vital 380,Limpieza,Bolsas,Vital,24.11,16.83,2020-06-16
P0284,Refrigeradoras Inca Blanco 66,Electrohogar,Refrigeradoras,Inca Blanco,659.34,426.43,2020-03-07
P0285,Jabon Trujillana 438,Cuidado Personal,Jabon,Trujillana,8.03,5.79,2021-11-18
P0286,Jabon Wari 809,Cuidado Personal,Jabon,Wari,27.25,19.97,2024-03-23
P0287,Cafe e infusiones Pacifico Home 945,Bebidas,Cafe e infusiones,Pacifico Home,20.52,16.03,2022-05-07
P0288,Iluminacion Frescor 672,Hogar,Iluminacion,Frescor,31.51,19.74,2024-01-17
P0289,Jabon Valle Norte 864,Cuidado Personal,Jabon,Valle Norte,44.56,32.27,2023-06-18
P0290,Gaseosas Piurana 192,Bebidas,Gaseosas,Piurana,16.9,10.72,2023-09-13
P0291,Desodorantes MaxHogar 922,Cuidado Personal,Desodorantes,MaxHogar,10.69,8.36,2023-06-09
P0292,Cafe e infusiones Trujillana 32,Bebidas,Cafe e infusiones,Trujillana,21.0,14.92,2018-12-24
P0293,Cafe e infusiones Piurana 587,Bebidas,Cafe e infusiones,Piurana,4.01,3.14,2020-08-20
P0294,Licuadoras Vital 477,Electrohogar,Licuadoras,Vital,541.99,348.91,2021-11-20
P0295,Ventiladores Pacifico Home 507,Electrohogar,Ventiladores,Pacifico Home,63.0,41.04,2020-07-17
P0296,Energizantes Sureña 214,Bebidas,Energizantes,Sureña,5.21,3.59,2022-06-16
P0297,Ventiladores Trujillana 453,Electrohogar,Ventiladores,Trujillana,98.65,63.85,2023-08-24
P0298,Jugos Costa Real 21,Bebidas,Jugos,Costa Real,3.83,2.61,2019-07-02
P0299,Textiles de hogar Vital 783,Hogar,Textiles de hogar,Vital,32.14,21.74,2020-08-14
P0300,Microondas Limax 30,Electrohogar,Microondas,Limax,686.03,491.37,2018-05-31
P0301,Refrigeradoras Sureña 626,Electrohogar,Refrigeradoras,Sureña,1469.41,934.87,2023-05-08
P0302,Menestras Vital 128,Abarrotes,Menestras,Vital,6.51,5.16,2022-11-30
P0303,Textiles de hogar Amauta 626,Hogar,Textiles de hogar,Amauta,30.0,22.92,2018-03-03
P0304,Cuidado dental Trujillana 476,Cuidado Personal,Cuidado dental,Trujillana,9.38,5.67,2020-09-07
P0305,Televisores Kallpa 911,Electrohogar,Televisores,Kallpa,171.04,118.32,2024-03-31
P0306,Menaje de cocina Inca Blanco 157,Hogar,Menaje de cocina,Inca Blanco,89.58,69.57,2022-02-04
P0307,Menaje de cocina Piurana 651,Hogar,Menaje de cocina,Piurana,11.43,7.5,2022-06-19
P0308,Organizadores Trujillana 862,Hogar,Organizadores,Trujillana,19.99,14.76,2021-09-23
P0309,Iluminacion Vital 671,Hogar,Iluminacion,Vital,142.55,106.33,2019-11-05
P0310,Panaderia Nortex 12,Abarrotes,Panaderia,Nortex,3.49,2.29,2019-10-29
P0311,Fideos Piurana 329,Abarrotes,Fideos,Piurana,5.31,4.1,2021-05-05
P0312,Aceites Nortex 17,Abarrotes,Aceites,Nortex,14.6,9.32,2020-12-21
P0313,Agua Vital 861,Bebidas,Agua,Vital,2.27,1.39,2019-10-10
P0314,Lejia Trujillana 597,Limpieza,Lejia,Trujillana,29.88,20.96,2024-04-08
P0315,Azucar y sal Selecta 951,Abarrotes,Azucar y sal,Selecta,24.52,19.1,2020-02-13
P0316,Arroz Selecta 918,Abarrotes,Arroz,Selecta,15.09,9.48,2018-07-18
P0317,Arroz Rimac Hogar 489,Abarrotes,Arroz,Rimac Hogar,3.54,2.42,2023-10-20
P0318,Aceites Andina 445,Abarrotes,Aceites,Andina,3.92,2.42,2023-11-08
P0319,Azucar y sal Amauta 638,Abarrotes,Azucar y sal,Amauta,33.33,23.72,2019-01-17
P0320,Textiles de hogar Piurana 834,Hogar,Textiles de hogar,Piurana,42.21,31.23,2020-10-21
P0321,Planchas Andina 56,Electrohogar,Planchas,Andina,1389.37,935.6,2019-08-09
P0322,Decoracion Rimac Hogar 818,Hogar,Decoracion,Rimac Hogar,12.41,8.83,2018-07-29
P0323,Organizadores Trujillana 392,Hogar,Organizadores,Trujillana,131.12,81.39,2020-02-29
P0324,Menestras Costa Real 776,Abarrotes,Menestras,Costa Real,30.35,19.88,2021-10-29
P0325,Lejia Frescor 216,Limpieza,Lejia,Frescor,5.77,4.15,2019-07-15
P0326,Detergentes Frescor 277,Limpieza,Detergentes,Frescor,27.01,20.63,2018-06-06
P0327,Agua Amauta 4,Bebidas,Agua,Amauta,17.06,11.11,2021-12-21
P0328,Bolsas Wari 897,Limpieza,Bolsas,Wari,4.9,3.88,2021-09-06
P0329,Fideos Rimac Hogar 775,Abarrotes,Fideos,Rimac Hogar,9.98,7.68,2024-02-24
P0330,Planchas Andina 637,Electrohogar,Planchas,Andina,316.92,192.45,2020-07-07
P0331,Jabon Sureña 798,Cuidado Personal,Jabon,Sureña,8.27,5.93,2021-09-06
P0332,Lejia MaxHogar 582,Limpieza,Lejia,MaxHogar,25.96,15.92,2023-03-09
P0333,Licuadoras Piurana 659,Electrohogar,Licuadoras,Piurana,75.24,46.36,2024-02-29
P0334,Textiles de hogar Selecta 717,Hogar,Textiles de hogar,Selecta,43.43,27.87,2019-06-17
P0335,Jugos Wari 351,Bebidas,Jugos,Wari,2.38,1.58,2020-10-25
P0336,Fideos Sureña 754,Abarrotes,Fideos,Sureña,25.28,18.6,2022-12-13
P0337,Azucar y sal Frescor 315,Abarrotes,Azucar y sal,Frescor,15.39,11.95,2019-06-06
P0338,Decoracion Rimac Hogar 949,Hogar,Decoracion,Rimac Hogar,170.97,128.05,2019-05-24
P0339,Fideos Selecta 282,Abarrotes,Fideos,Selecta,5.01,3.5,2021-03-01
P0340,Shampoo Andina 778,Cuidado Personal,Shampoo,Andina,9.88,6.69,2019-06-25
P0341,Conservas Nortex 225,Abarrotes,Conservas,Nortex,12.79,9.79,2023-10-23
P0342,Textiles de hogar Valle Norte 933,Hogar,Textiles de hogar,Valle Norte,20.78,13.6,2020-03-20
P0343,Jabon Wari 703,Cuidado Personal,Jabon,Wari,14.09,8.6,2019-01-27
P0344,Jugos Wari 793,Bebidas,Jugos,Wari,14.06,8.8,2018-08-13
P0345,Cervezas MaxHogar 85,Bebidas,Cervezas,MaxHogar,11.8,7.5,2022-04-20
P0346,Shampoo Sol Peruano 596,Cuidado Personal,Shampoo,Sol Peruano,5.93,4.39,2018-01-08
P0347,Organizadores Andina 902,Hogar,Organizadores,Andina,19.65,13.69,2022-02-25
P0348,Televisores Sol Peruano 436,Electrohogar,Televisores,Sol Peruano,458.48,277.82,2020-02-02
P0349,Planchas Frescor 669,Electrohogar,Planchas,Frescor,502.47,370.14,2023-12-26
P0350,Organizadores Vital 98,Hogar,Organizadores,Vital,13.98,10.17,2020-03-17
P0351,Jabon Selecta 825,Cuidado Personal,Jabon,Selecta,15.98,11.0,2022-04-22
P0352,Agua Trujillana 670,Bebidas,Agua,Trujillana,17.89,13.12,2022-09-08
P0353,Shampoo Sol Peruano 316,Cuidado Personal,Shampoo,Sol Peruano,14.01,10.6,2019-03-04
P0354,Aceites Wari 819,Abarrotes,Aceites,Wari,31.08,19.54,2022-10-05
P0355,Cuidado dental Piurana 875,Cuidado Personal,Cuidado dental,Piurana,5.81,4.34,2021-01-27
P0356,Decoracion Trujillana 828,Hogar,Decoracion,Trujillana,32.26,25.6,2023-03-20
P0357,Desodorantes Piurana 268,Cuidado Personal,Desodorantes,Piurana,26.17,20.45,2021-09-14
P0358,Jabon Kallpa 250,Cuidado Personal,Jabon,Kallpa,43.09,26.36,2020-02-03
P0359,Cuidado facial Costa Real 618,Cuidado Personal,Cuidado facial,Costa Real,6.2,4.42,2019-08-16
P0360,Menaje de cocina Vital 309,Hogar,Menaje de cocina,Vital,27.04,17.57,2019-09-30
P0361,Menestras Costa Real 194,Abarrotes,Menestras,Costa Real,6.32,4.79,2022-06-04
P0362,Desodorantes Wari 932,Cuidado Personal,Desodorantes,Wari,31.4,21.58,2018-12-31
P0363,Desodorantes Nortex 54,Cuidado Personal,Desodorantes,Nortex,5.25,3.97,2021-10-18
P0364,Cervezas Cusco Natural 321,Bebidas,Cervezas,Cusco Natural,6.16,4.92,2018-07-28
P0365,Iluminacion Vital 694,Hogar,Iluminacion,Vital,247.66,157.78,2021-02-01
P0366,Gaseosas Costa Real 255,Bebidas,Gaseosas,Costa Real,24.36,16.04,2019-08-12
P0367,Cervezas Cusco Natural 883,Bebidas,Cervezas,Cusco Natural,7.93,4.78,2019-06-29
P0368,Jugos Cusco Natural 291,Bebidas,Jugos,Cusco Natural,6.68,4.29,2020-04-10
P0369,Limpiadores de superficie Frescor 12,Limpieza,Limpiadores de superficie,Frescor,16.8,12.94,2020-09-29
P0370,Cafe e infusiones Limax 30,Bebidas,Cafe e infusiones,Limax,5.46,3.56,2021-09-25
P0371,Jugos Kallpa 305,Bebidas,Jugos,Kallpa,15.6,10.72,2022-06-12
P0372,Textiles de hogar Inca Blanco 263,Hogar,Textiles de hogar,Inca Blanco,21.49,15.2,2023-04-06
P0373,Televisores Sol Peruano 237,Electrohogar,Televisores,Sol Peruano,116.9,77.91,2020-09-13
P0374,Papel higienico Valle Norte 877,Limpieza,Papel higienico,Valle Norte,6.0,4.49,2019-12-30
P0375,Cuidado facial Kallpa 533,Cuidado Personal,Cuidado facial,Kallpa,5.38,4.0,2018-03-31
P0376,Cafe e infusiones Rimac Hogar 346,Bebidas,Cafe e infusiones,Rimac Hogar,6.02,3.66,2023-11-22
P0377,Planchas Sureña 604,Electrohogar,Planchas,Sureña,143.2,102.74,2020-03-26
P0378,Iluminacion Valle Norte 430,Hogar,Iluminacion,Valle Norte,38.77,27.34,2018-09-05
P0379,Limpiadores de superficie Selecta 998,Limpieza,Limpiadores de superficie,Selecta,25.65,18.05,2020-07-25
P0380,Agua Costa Real 492,Bebidas,Agua,Costa Real,18.31,13.69,2022-12-30
P0381,Cuidado dental Inca Blanco 48,Cuidado Personal,Cuidado dental,Inca Blanco,17.57,12.32,2018-06-11
P0382,Conservas Kallpa 508,Abarrotes,Conservas,Kallpa,14.77,9.26,2019-10-05
P0383,Lejia Piurana 739,Limpieza,Lejia,Piurana,9.73,7.09,2019-07-09
P0384,Bolsas Rimac Hogar 85,Limpieza,Bolsas,Rimac Hogar,5.32,3.65,2024-06-27
P0385,Bolsas Pacifico Home 692,Limpieza,Bolsas,Pacifico Home,25.66,15.72,2024-02-17
P0386,Licuadoras Limax 390,Electrohogar,Licuadoras,Limax,566.01,443.12,2018-05-30
P0387,Menaje de cocina Vital 920,Hogar,Menaje de cocina,Vital,37.49,29.58,2019-04-22
P0388,Papel higienico Rimac Hogar 388,Limpieza,Papel higienico,Rimac Hogar,25.62,17.75,2019-02-27
P0389,Cuidado dental Trujillana 207,Cuidado Personal,Cuidado dental,Trujillana,36.47,28.1,2022-02-13
P0390,Fideos Sol Peruano 58,Abarrotes,Fideos,Sol Peruano,22.06,13.34,2018-01-08
P0391,Shampoo Sol Peruano 930,Cuidado Personal,Shampoo,Sol Peruano,14.4,9.14,2022-11-19
P0392,Energizantes Costa Real 688,Bebidas,Energizantes,Costa Real,8.51,5.45,2022-01-10
P0393,Refrigeradoras Frescor 618,Electrohogar,Refrigeradoras,Frescor,133.67,84.59,2023-05-11
P0394,Gaseosas Nortex 59,Bebidas,Gaseosas,Nortex,3.42,2.06,2023-02-20
P0395,Cuidado dental Piurana 726,Cuidado Personal,Cuidado dental,Piurana,11.94,7.71,2021-03-16
P0396,Desodorantes Rimac Hogar 571,Cuidado Personal,Desodorantes,Rimac Hogar,9.27,7.14,2024-04-23
P0397,Bolsas Rimac Hogar 896,Limpieza,Bolsas,Rimac Hogar,15.69,10.2,2020-06-07
P0398,Organizadores Trujillana 533,Hogar,Organizadores,Trujillana,15.92,12.68,2024-02-11
P0399,Aceites Piurana 448,Abarrotes,Aceites,Piurana,8.21,5.75,2023-08-15
P0400,Energizantes Valle Norte 211,Bebidas,Energizantes,Valle Norte,21.45,15.75,2024-05-28
P0401,Bolsas Vital 325,Limpieza,Bolsas,Vital,25.3,16.41,2020-12-21
P0402,Menaje de cocina Kallpa 104,Hogar,Menaje de cocina,Kallpa,38.2,28.2,2019-12-25
P0403,Limpiadores de superficie Valle Norte 349,Limpieza,Limpiadores de superficie,Valle Norte,4.23,3.04,2022-12-16
P0404,Cuidado facial Sol Peruano 575,Cuidado Personal,Cuidado facial,Sol Peruano,11.29,6.86,2020-01-03
P0405,Televisores Costa Real 490,Electrohogar,Televisores,Costa Real,112.59,70.54,2019-04-26
P0406,Limpiadores de superficie Nortex 973,Limpieza,Limpiadores de superficie,Nortex,11.54,8.29,2020-04-08
P0407,Aceites Cusco Natural 329,Abarrotes,Aceites,Cusco Natural,13.86,8.41,2022-06-17
P0408,Planchas MaxHogar 256,Electrohogar,Planchas,MaxHogar,208.17,126.14,2022-07-27
P0409,Desodorantes Sol Peruano 752,Cuidado Personal,Desodorantes,Sol Peruano,6.8,4.86,2022-05-09
P0410,Detergentes Sureña 946,Limpieza,Detergentes,Sureña,17.26,12.1,2023-03-25
P0411,Jabon Valle Norte 408,Cuidado Personal,Jabon,Valle Norte,8.85,6.17,2021-04-14
P0412,Detergentes Sureña 953,Limpieza,Detergentes,Sureña,36.39,27.82,2023-07-09
P0413,Decoracion Valle Norte 378,Hogar,Decoracion,Valle Norte,102.97,82.13,2019-10-05
P0414,Planchas Sureña 481,Electrohogar,Planchas,Sureña,913.84,631.41,2018-01-30
P0415,Menestras Frescor 904,Abarrotes,Menestras,Frescor,9.93,7.44,2021-11-27
P0416,Lejia Andina 793,Limpieza,Lejia,Andina,16.12,10.58,2018-11-26
P0417,Desodorantes Piurana 611,Cuidado Personal,Desodorantes,Piurana,8.61,5.25,2020-03-13
P0418,Refrigeradoras Piurana 675,Electrohogar,Refrigeradoras,Piurana,92.7,70.13,2020-07-03
P0419,Bolsas Limax 856,Limpieza,Bolsas,Limax,5.74,4.0,2018-10-30
P0420,Microondas Frescor 102,Electrohogar,Microondas,Frescor,572.93,418.77,2024-03-18
P0421,Licuadoras Pacifico Home 615,Electrohogar,Licuadoras,Pacifico Home,669.61,453.33,2021-03-02
P0422,Desodorantes Rimac Hogar 269,Cuidado Personal,Desodorantes,Rimac Hogar,5.83,3.95,2018-01-05
P0423,Televisores Limax 892,Electrohogar,Televisores,Limax,110.15,85.69,2021-11-06
P0424,Agua Andina 635,Bebidas,Agua,Andina,4.48,3.08,2023-06-16
P0425,Azucar y sal Rimac Hogar 84,Abarrotes,Azucar y sal,Rimac Hogar,5.04,3.75,2022-07-24
P0426,Bolsas Cusco Natural 324,Limpieza,Bolsas,Cusco Natural,5.56,3.98,2020-01-29
P0427,Licuadoras Nortex 373,Electrohogar,Licuadoras,Nortex,449.34,321.61,2018-02-06
P0428,Agua Nortex 363,Bebidas,Agua,Nortex,4.58,3.18,2023-02-13
P0429,Desodorantes Piurana 444,Cuidado Personal,Desodorantes,Piurana,7.41,4.78,2020-09-22
P0430,Refrigeradoras Inca Blanco 476,Electrohogar,Refrigeradoras,Inca Blanco,644.94,405.99,2018-12-02
P0431,Cafe e infusiones Rimac Hogar 654,Bebidas,Cafe e infusiones,Rimac Hogar,2.89,2.26,2023-06-28
P0432,Menaje de cocina Pacifico Home 989,Hogar,Menaje de cocina,Pacifico Home,32.87,21.18,2020-03-15
P0433,Desodorantes Sol Peruano 204,Cuidado Personal,Desodorantes,Sol Peruano,26.18,20.8,2021-02-21
P0434,Licuadoras Sureña 883,Electrohogar,Licuadoras,Sureña,141.96,88.54,2021-10-23
P0435,Jabon MaxHogar 303,Cuidado Personal,Jabon,MaxHogar,5.33,3.88,2019-03-29
P0436,Televisores Pacifico Home 127,Electrohogar,Televisores,Pacifico Home,86.28,63.87,2024-01-13
P0437,Iluminacion Kallpa 966,Hogar,Iluminacion,Kallpa,166.22,123.29,2018-05-07
P0438,Energizantes Frescor 696,Bebidas,Energizantes,Frescor,3.48,2.36,2024-02-09
P0439,Cafe e infusiones Rimac Hogar 310,Bebidas,Cafe e infusiones,Rimac Hogar,21.41,13.54,2020-07-03
P0440,Jugos Sureña 92,Bebidas,Jugos,Sureña,11.39,7.0,2021-08-07
P0441,Microondas Trujillana 308,Electrohogar,Microondas,Trujillana,714.56,520.27,2023-06-17
P0442,Bolsas Wari 931,Limpieza,Bolsas,Wari,27.3,19.92,2024-05-19
P0443,Shampoo Wari 964,Cuidado Personal,Shampoo,Wari,40.3,31.58,2021-11-24
P0444,Limpiadores de superficie Limax 312,Limpieza,Limpiadores de superficie,Limax,12.24,9.35,2019-09-18
P0445,Conservas Cusco Natural 162,Abarrotes,Conservas,Cusco Natural,6.16,4.22,2021-10-12
P0446,Menestras Inca Blanco 496,Abarrotes,Menestras,Inca Blanco,17.38,12.9,2023-06-09
P0447,Panaderia Valle Norte 257,Abarrotes,Panaderia,Valle Norte,18.65,11.77,2018-12-28
P0448,Televisores Andina 121,Electrohogar,Televisores,Andina,68.05,52.21,2022-09-12
P0449,Aceites Limax 748,Abarrotes,Aceites,Limax,6.47,4.6,2020-03-12
P0450,Microondas Valle Norte 914,Electrohogar,Microondas,Valle Norte,206.38,138.4,2022-05-16
P0451,Lejia Vital 618,Limpieza,Lejia,Vital,22.72,14.68,2021-02-03
P0452,Lejia Andina 410,Limpieza,Lejia,Andina,13.78,9.66,2022-06-16
P0453,Decoracion Selecta 863,Hogar,Decoracion,Selecta,151.88,94.67,2019-03-15
P0454,Shampoo Piurana 566,Cuidado Personal,Shampoo,Piurana,13.83,9.06,2018-12-23
P0455,Desodorantes Limax 17,Cuidado Personal,Desodorantes,Limax,15.88,12.68,2020-05-04
P0456,Ventiladores Valle Norte 432,Electrohogar,Ventiladores,Valle Norte,1075.69,786.7,2023-01-30
P0457,Jabon Valle Norte 941,Cuidado Personal,Jabon,Valle Norte,22.2,14.36,2019-08-09
P0458,Papel higienico Valle Norte 750,Limpieza,Papel higienico,Valle Norte,4.09,2.51,2018-12-29
P0459,Cafe e infusiones Trujillana 609,Bebidas,Cafe e infusiones,Trujillana,6.15,4.33,2023-08-25
P0460,Textiles de hogar Kallpa 88,Hogar,Textiles de hogar,Kallpa,36.4,23.13,2018-12-18
P0461,Licuadoras Trujillana 553,Electrohogar,Licuadoras,Trujillana,415.72,293.27,2023-09-02
P0462,Ventiladores Costa Real 184,Electrohogar,Ventiladores,Costa Real,427.75,337.47,2021-12-09
P0463,Bolsas Cusco Natural 507,Limpieza,Bolsas,Cusco Natural,5.15,4.1,2023-05-26
P0464,Bolsas Valle Norte 898,Limpieza,Bolsas,Valle Norte,14.94,9.32,2020-06-02
P0465,Ventiladores Sol Peruano 8,Electrohogar,Ventiladores,Sol Peruano,1225.26,794.34,2021-05-27
P0466,Desodorantes Piurana 127,Cuidado Personal,Desodorantes,Piurana,12.22,9.55,2023-01-23
P0467,Bolsas Nortex 588,Limpieza,Bolsas,Nortex,25.17,15.56,2018-04-29
P0468,Iluminacion Sol Peruano 262,Hogar,Iluminacion,Sol Peruano,11.73,7.9,2020-03-12
P0469,Refrigeradoras Valle Norte 288,Electrohogar,Refrigeradoras,Valle Norte,193.27,148.16,2023-08-28
P0470,Refrigeradoras Nortex 831,Electrohogar,Refrigeradoras,Nortex,1165.65,702.88,2022-09-16
P0471,Menaje de cocina Frescor 171,Hogar,Menaje de cocina,Frescor,220.8,176.08,2024-02-05
P0472,Desodorantes Rimac Hogar 235,Cuidado Personal,Desodorantes,Rimac Hogar,34.02,23.23,2021-07-30
P0473,Menaje de cocina Cusco Natural 517,Hogar,Menaje de cocina,Cusco Natural,15.42,10.24,2021-06-23
P0474,Cervezas Trujillana 938,Bebidas,Cervezas,Trujillana,10.32,7.92,2023-10-13
P0475,Arroz MaxHogar 988,Abarrotes,Arroz,MaxHogar,24.3,16.29,2018-05-24
P0476,Desodorantes Sureña 98,Cuidado Personal,Desodorantes,Sureña,7.97,5.29,2021-04-25
P0477,Licuadoras Limax 988,Electrohogar,Licuadoras,Limax,1301.11,881.8,2018-06-07
P0478,Licuadoras Amauta 139,Electrohogar,Licuadoras,Amauta,137.0,97.2,2018-11-17
P0479,Organizadores Trujillana 841,Hogar,Organizadores,Trujillana,11.47,7.07,2019-05-22
P0480,Gaseosas Valle Norte 210,Bebidas,Gaseosas,Valle Norte,2.52,1.89,2019-07-28
P0481,Energizantes Selecta 291,Bebidas,Energizantes,Selecta,6.15,4.6,2021-01-19
P0482,Menaje de cocina Nortex 760,Hogar,Menaje de cocina,Nortex,30.63,22.41,2019-08-11
P0483,Jugos Selecta 149,Bebidas,Jugos,Selecta,4.1,2.92,2018-02-15
P0484,Cuidado dental Vital 69,Cuidado Personal,Cuidado dental,Vital,9.41,7.05,2022-02-03
P0485,Papel higienico Nortex 963,Limpieza,Papel higienico,Nortex,11.82,8.05,2019-10-24
P0486,Iluminacion Andina 452,Hogar,Iluminacion,Andina,107.1,82.27,2023-10-13
P0487,Licuadoras Selecta 612,Electrohogar,Licuadoras,Selecta,238.16,146.19,2018-10-10
P0488,Ventiladores Rimac Hogar 130,Electrohogar,Ventiladores,Rimac Hogar,424.45,285.66,2019-12-11
P0489,Iluminacion Rimac Hogar 826,Hogar,Iluminacion,Rimac Hogar,16.06,11.27,2022-09-16
P0490,Panaderia Costa Real 249,Abarrotes,Panaderia,Costa Real,4.09,3.1,2023-02-06
P0491,Fideos Kallpa 180,Abarrotes,Fideos,Kallpa,3.19,1.96,2018-06-01
P0492,Textiles de hogar Sol Peruano 937,Hogar,Textiles de hogar,Sol Peruano,14.68,11.53,2024-01-05
P0493,Agua Pacifico Home 331,Bebidas,Agua,Pacifico Home,3.58,2.56,2024-06-12
P0494,Gaseosas Wari 102,Bebidas,Gaseosas,Wari,20.9,12.79,2019-03-25
P0495,Gaseosas Nortex 37,Bebidas,Gaseosas,Nortex,2.57,2.02,2021-06-26
P0496,Textiles de hogar Frescor 883,Hogar,Textiles de hogar,Frescor,30.19,24.0,2023-12-28
P0497,Lejia Selecta 586,Limpieza,Lejia,Selecta,17.22,10.94,2021-08-20
P0498,Ventiladores Cusco Natural 613,Electrohogar,Ventiladores,Cusco Natural,178.81,133.7,2020-12-08
P0499,Licuadoras Sol Peruano 420,Electrohogar,Licuadoras,Sol Peruano,89.36,60.94,2019-05-12
P0500,Agua Sureña 177,Bebidas,Agua,Sureña,2.88,1.79,2022-11-06
P0501,Refrigeradoras Wari 258,Electrohogar,Refrigeradoras,Wari,245.41,191.39,2024-05-03
P0502,Papel higienico Cusco Natural 939,Limpieza,Papel higienico,Cusco Natural,21.02,15.13,2024-06-04
P0503,Shampoo Sol Peruano 108,Cuidado Personal,Shampoo,Sol Peruano,43.69,31.16,2021-11-19
P0504,Limpiadores de superficie Vital 920,Limpieza,Limpiadores de superficie,Vital,32.5,25.24,2018-03-10
P0505,Limpiadores de superficie Inca Blanco 831,Limpieza,Limpiadores de superficie,Inca Blanco,10.57,7.8,2018-05-06
P0506,Refrigeradoras Piurana 241,Electrohogar,Refrigeradoras,Piurana,155.98,116.0,2024-02-15
P0507,Limpiadores de superficie Wari 309,Limpieza,Limpiadores de superficie,Wari,17.54,11.38,2020-06-19
P0508,Bolsas Kallpa 235,Limpieza,Bolsas,Kallpa,27.55,20.64,2023-07-27
P0509,Detergentes Nortex 182,Limpieza,Detergentes,Nortex,32.75,23.57,2020-07-03
P0510,Decoracion Kallpa 850,Hogar,Decoracion,Kallpa,19.22,14.01,2019-05-06
P0511,Jugos Nortex 411,Bebidas,Jugos,Nortex,13.49,9.56,2018-05-04
P0512,Cuidado dental Nortex 673,Cuidado Personal,Cuidado dental,Nortex,40.3,32.22,2021-04-03
P0513,Cervezas Pacifico Home 8,Bebidas,Cervezas,Pacifico Home,13.74,10.17,2024-02-02
P0514,Panaderia Costa Real 494,Abarrotes,Panaderia,Costa Real,3.45,2.37,2021-09-09
P0515,Shampoo Costa Real 949,Cuidado Personal,Shampoo,Costa Real,5.62,3.55,2019-04-25
P0516,Licuadoras Piurana 179,Electrohogar,Licuadoras,Piurana,1078.15,842.56,2024-05-22
P0517,Bolsas Kallpa 574,Limpieza,Bolsas,Kallpa,4.14,2.88,2023-11-20
P0518,Gaseosas Sureña 468,Bebidas,Gaseosas,Sureña,9.58,5.83,2022-02-03
P0519,Iluminacion Vital 416,Hogar,Iluminacion,Vital,82.5,49.65,2020-08-17
P0520,Papel higienico Costa Real 467,Limpieza,Papel higienico,Costa Real,7.18,4.34,2021-03-12
P0521,Conservas Sol Peruano 731,Abarrotes,Conservas,Sol Peruano,33.65,26.26,2021-01-26
P0522,Televisores Limax 998,Electrohogar,Televisores,Limax,435.37,262.77,2022-12-21
P0523,Organizadores Cusco Natural 932,Hogar,Organizadores,Cusco Natural,18.22,14.33,2019-08-02
P0524,Fideos Sureña 197,Abarrotes,Fideos,Sureña,14.2,9.44,2021-06-17
P0525,Aceites Sureña 181,Abarrotes,Aceites,Sureña,24.63,18.73,2023-06-16
P0526,Gaseosas Sol Peruano 418,Bebidas,Gaseosas,Sol Peruano,13.83,9.56,2022-07-21
P0527,Refrigeradoras Trujillana 836,Electrohogar,Refrigeradoras,Trujillana,458.02,346.99,2022-04-07
P0528,Agua MaxHogar 645,Bebidas,Agua,MaxHogar,3.75,2.57,2021-12-15
P0529,Jugos Vital 826,Bebidas,Jugos,Vital,8.97,7.09,2021-06-01
P0530,Cafe e infusiones Trujillana 67,Bebidas,Cafe e infusiones,Trujillana,2.95,1.87,2021-05-08
P0531,Refrigeradoras Nortex 472,Electrohogar,Refrigeradoras,Nortex,400.22,316.24,2023-05-11
P0532,Cafe e infusiones MaxHogar 547,Bebidas,Cafe e infusiones,MaxHogar,13.79,10.11,2020-06-19
P0533,Panaderia Rimac Hogar 968,Abarrotes,Panaderia,Rimac Hogar,7.73,5.28,2021-01-30
P0534,Refrigeradoras Amauta 945,Electrohogar,Refrigeradoras,Amauta,121.16,94.26,2022-05-23
P0535,Agua Amauta 412,Bebidas,Agua,Amauta,9.83,6.51,2022-12-15
P0536,Shampoo Costa Real 681,Cuidado Personal,Shampoo,Costa Real,11.82,9.0,2018-11-26
P0537,Azucar y sal MaxHogar 713,Abarrotes,Azucar y sal,MaxHogar,18.53,11.24,2020-03-26
P0538,Microondas Inca Blanco 873,Electrohogar,Microondas,Inca Blanco,108.26,67.21,2021-11-17
P0539,Energizantes Sureña 637,Bebidas,Energizantes,Sureña,20.59,13.94,2021-12-24
